pair_n,year,codeh,codef,pair_str,export,xpi,import,mpi,gdpf,gdph,gdppcf,gdppch,popf,poph,nrerf,nrerh,border,language,comlang_ethno,colony,comcol,curcol,col45,smctry,dist,distcap,distw,distwces,eareah,eareaf,europ,eunionh,eunionf,ceep,rexport,rimport,trade,gdp,sim,rfl,rerh,rerf,rer,distance,idh,idf
85,1996,DNK,CHE,DNKCHE,771.21,84.87,695.27,80.12,4.37E+11,2.65E+11,61832.971,50262.228,7071850,5263074,1.24,5.8,0,0,0,0,0,0,0,0,1033.508,1033.508,1015.161,1009.375,0,0,0,1,0,0,908.7404,867.8021,7.482424,27.27692,-0.75564264,9.356236,6.832712,1.45642,1.54574,6.940714,7,5
86,1996,DNK,DEU,DNKDEU,10368.13,84.87,8861.67,80.12,2.86E+12,2.65E+11,34967.476,50262.228,81914831,5263074,1.5,5.8,1,0,0,0,0,0,0,0,595.8536,352.9857,537.62,477.6479,0,0,0,1,1,1,12217.01,11060.74,10.05525,28.7717,-1.8656516,9.635265,6.832712,1.773111,1.348986,6.389995,7,6
87,1996,DNK,ESP,DNKESP,947.9,84.87,519.27,80.12,9.68E+11,2.65E+11,24267.736,50262.228,39889852,5263074,126.66,5.8,0,0,0,0,0,0,0,0,2074.977,2074.977,2061.48,2016.97,0,0,0,1,1,1,1116.933,648.1324,7.475943,27.84012,-1.0873278,10.16564,6.832712,149.2483,-3.08389,7.637705,7,8
88,1996,DNK,FIN,DNKFIN,1227.87,84.87,1155.14,80.12,1.69E+11,2.65E+11,32963.472,50262.228,5124573,5263074,4.59,5.8,0,0,0,0,0,0,0,0,884.6371,884.6371,992.3804,973.8977,0,0,0,1,1,1,1446.833,1441.789,7.968535,26.79506,-0.74302416,9.758389,6.832712,5.412689,0.2329757,6.785178,7,9
89,1996,DNK,FRA,DNKFRA,2428.16,84.87,2256.91,80.12,2.05E+12,2.65E+11,34275.605,50262.228,59753100,5263074,5.12,5.8,0,0,0,0,0,0,0,0,1027.609,1027.609,1195.8,1150.822,0,0,0,1,1,1,2861.161,2816.968,8.644377,28.4694,-1.5964906,9.679507,6.832712,6.027741,0.1253493,6.93499,7,10
90,1996,DNK,GBR,DNKGBR,4280.83,84.87,2930.98,80.12,1.82E+12,2.65E+11,31363.965,50262.228,58166950,5263074,0.64,5.8,0,0,0,0,0,0,0,0,959.5936,959.5936,920.4319,909.7173,0,0,0,1,1,1,5044.206,3658.32,9.071368,28.36765,-1.5086734,9.846826,6.832712,0.7552562,2.20242,6.86651,7,11
91,1996,DNK,GRC,DNKGRC,351.11,84.87,60.9,80.12,2.16E+11,2.65E+11,20389.318,50262.228,10608800,5263074,240.71,5.8,0,0,0,0,0,0,0,0,2135.535,2135.535,2142.474,2132.104,0,0,0,1,1,1,413.7205,76.01408,6.193863,26.8988,-0.70325795,10.30471,6.832712,283.6361,-3.725971,7.666472,7,12
92,1996,DNK,IRL,DNKIRL,250.71,84.87,512.33,80.12,1.15E+11,2.65E+11,31644.886,50262.228,3637510,5263074,0.63,5.8,0,0,0,0,0,0,0,0,1240.498,1240.498,1219.046,1208.118,0,0,0,1,1,1,295.4185,639.4719,6.840429,26.6625,-0.86146734,9.831849,6.832712,0.7364857,2.227587,7.123268,7,13
93,1996,DNK,ITA,DNKITA,1749.49,84.87,1783.13,80.12,1.89E+12,2.65E+11,33270.92,50262.228,56860281,5263074,1542.95,5.8,0,0,0,0,0,0,0,0,1534.086,1534.086,1475.937,1425.479,0,0,0,1,1,1,2061.466,2225.622,8.363363,28.39943,-1.5359267,9.740458,6.832712,1818.091,-5.583821,7.33569,7,14
94,1996,DNK,JPN,DNKJPN,1717.21,84.87,975.65,80.12,5.22E+12,2.65E+11,41514.898,50262.228,1.26E+08,5263074,108.78,5.8,0,0,0,0,0,0,0,0,8702.536,8702.536,8651.318,8648.037,0,0,0,1,0,0,2023.434,1217.765,8.083698,29.3331,-2.3881423,9.076504,6.832712,128.1769,-2.93169,9.07137,7,15
95,1996,DNK,NLD,DNKNLD,2014.92,84.87,2858.51,80.12,6.19E+11,2.65E+11,39844.978,50262.228,15530498,5263074,1.69,5.8,0,0,0,0,0,0,0,0,622.9741,622.9741,587.1985,574.9584,0,0,0,1,1,1,2374.225,3567.859,8.689816,27.50698,-0.86851596,9.251219,6.832712,1.986532,1.235331,6.434505,7,16
96,1996,DNK,NOR,DNKNOR,3093.99,84.87,2212.47,80.12,3.22E+11,2.65E+11,73575.993,50262.228,4381336,5263074,6.45,5.8,0,0,0,0,0,0,0,0,485.3148,485.3148,559.5346,491.7828,0,0,0,1,0,0,3645.721,2761.504,8.765182,27.09811,-0.70290296,10.0568,6.832712,7.599962,-0.1064216,6.184798,7,17
97,1996,DNK,PRT,DNKPRT,278.66,84.87,430.87,80.12,1.87E+11,2.65E+11,18621.914,50262.228,10063945,5263074,154.24,5.8,0,0,0,0,0,0,0,0,2478.47,2478.47,2401.323,2380.789,0,0,0,1,1,1,328.3474,537.7936,6.764048,26.83682,-0.72270082,10.36219,6.832712,181.7489,-3.280905,7.815397,7,18
98,1996,DNK,SWE,DNKSWE,5009.37,84.87,5006.93,80.12,3.37E+11,2.65E+11,38141.776,50262.228,8840998,5263074,6.71,5.8,0,0,0,0,0,0,0,0,523.7871,523.7871,450.0833,229.9004,0,0,0,1,1,1,5902.66,6249.426,9.405256,27.1231,-0.70784193,9.40265,6.832712,7.901786,-0.1453672,6.261086,7,19
99,1996,DNK,USA,DNKUSA,2032.93,84.87,2105.72,80.12,1.06E+13,2.65E+11,39356.092,50262.228,2.69E+08,5263074,1,5.8,0,0,0,0,0,0,0,0,6191.893,6519.391,7410.588,7239.713,0,0,0,1,0,0,2395.451,2628.262,8.521925,30.01674,-3.0469983,9.297081,6.832712,1.178324,1.757629,8.730996,7,20
100,1996,ESP,CHE,ESPCHE,1161.54,84.87,1556.06,80.12,4.37E+11,9.68E+11,61832.971,24267.736,7071850,39889852,1.24,126.66,0,0,0,0,0,0,0,0,1153.117,1153.117,1176.602,1089.963,0,0,0,1,0,0,1368.675,1942.203,8.104968,27.97128,-0.84705053,10.53383,149.2483,1.45642,4.629631,7.050224,8,5
101,1996,ESP,GBR,ESPGBR,8676.21,84.87,10089.75,80.12,1.82E+12,9.68E+11,31363.965,24267.736,58166950,39889852,0.64,126.66,0,0,0,0,0,0,0,0,1263.379,1263.379,1435.419,1369.098,0,0,0,1,1,1,10223.39,12593.57,10.03526,28.65792,-0.79190715,8.867319,149.2483,0.7552562,5.28631,7.141545,8,11
102,1996,ESP,SWE,ESPSWE,938.29,84.87,1825.87,80.12,3.37E+11,9.68E+11,38141.776,24267.736,8840998,39889852,6.71,126.66,0,0,0,0,0,0,0,0,2596.908,2596.908,2486.548,2426.659,0,0,0,1,1,1,1105.607,2278.971,8.126985,27.89741,-0.95916952,9.537775,149.2483,7.901786,2.938523,7.862077,8,19
103,1996,ESP,USA,ESPUSA,4296.73,84.87,7719.54,80.12,1.06E+13,9.68E+11,39356.092,24267.736,2.69E+08,39889852,1,126.66,0,0,1,1,0,0,0,0,5770.264,6092.003,7437.157,7176.146,0,0,0,1,0,0,5062.933,9635.175,9.595474,30.07947,-1.8751563,9.621678,149.2483,1.178324,4.841519,8.660473,8,20
104,1996,FIN,CHE,FINCHE,444.4,84.87,520.66,80.12,4.37E+11,1.69E+11,61832.971,32963.472,7071850,5124573,1.24,4.59,0,0,0,0,0,0,0,0,1859.36,1859.36,1922.123,1909.224,0,0,0,1,0,0,523.6438,649.8652,7.067754,27.13047,-0.91125747,10.27054,5.412689,1.45642,1.312765,7.527987,9,5
105,1996,FIN,DEU,FINDEU,4654.77,84.87,4393.12,80.12,2.86E+12,1.69E+11,34967.476,32963.472,81914831,5124573,1.5,4.59,0,0,0,0,0,0,0,0,1474.956,1104.221,1435.278,1398.036,0,0,0,1,1,1,5484.831,5483.286,9.302748,28.74067,-2.2521059,7.602902,5.412689,1.773111,1.11601,7.296383,9,6
106,1996,FIN,ESP,FINESP,836.17,84.87,422.86,80.12,9.68E+11,1.69E+11,24267.736,32963.472,39889852,5124573,126.66,4.59,0,0,0,0,0,0,0,0,2952.195,2952.195,3027.229,2988.471,0,0,0,1,1,1,985.2735,527.795,7.321895,27.75938,-1.3743627,9.070588,5.412689,149.2483,-3.316866,7.990304,9,8
107,1996,FIN,FRA,FINFRA,1603.87,84.87,1328.68,80.12,2.05E+12,1.69E+11,34275.605,32963.472,59753100,5124573,5.12,4.59,0,0,0,0,0,0,0,0,1911.138,1911.138,2151.814,2123.761,0,0,0,1,1,1,1889.875,1658.393,8.174215,28.42718,-1.9605687,7.17941,5.412689,6.027741,-0.1076263,7.555454,9,10
108,1996,FIN,GBR,FINGBR,3837.15,84.87,2531.57,80.12,1.82E+12,1.69E+11,31363.965,32963.472,58166950,5124573,0.64,4.59,0,0,0,0,0,0,0,0,1826.928,1826.928,1851.041,1841.693,0,0,0,1,1,1,4521.409,3159.795,8.946531,28.3208,-1.8634921,7.37745,5.412689,0.7552562,1.969444,7.510391,9,11
109,1996,FIN,GRC,FINGRC,200.69,84.87,78.59,80.12,2.16E+11,1.69E+11,20389.318,32963.472,10608800,5124573,240.71,4.59,0,0,0,0,0,0,0,0,2465.045,2465.045,2544.745,2528.795,0,0,0,1,1,1,236.4773,98.08749,5.81283,26.67711,-0.70839127,9.439399,5.412689,283.6361,-3.958946,7.809965,9,12
110,1996,FIN,IRL,FINIRL,220.36,84.87,239.04,80.12,1.15E+11,1.69E+11,31644.886,32963.472,3637510,5124573,0.63,4.59,0,0,0,0,0,0,0,0,2028.749,2028.749,2094.368,2086.685,0,0,0,1,1,1,259.6544,298.3603,6.324385,26.37235,-0.72970562,7.184315,5.412689,0.7364857,1.994611,7.615175,9,13
111,1996,FIN,ITA,FINITA,961.29,84.87,1196.36,80.12,1.89E+12,1.69E+11,33270.92,32963.472,56860281,5124573,1542.95,4.59,0,0,0,0,0,0,0,0,2203.158,2203.158,2246.061,2215.249,0,0,0,1,1,1,1132.706,1493.237,7.873195,28.35407,-1.8937439,5.728306,5.412689,1818.091,-5.816796,7.697647,9,14
112,1996,FIN,JPN,FINJPN,1019.77,84.87,1508.85,80.12,5.22E+12,1.69E+11,41514.898,32963.472,1.26E+08,5124573,108.78,4.59,0,0,0,0,0,0,0,0,7830.051,7830.051,7675.538,7670.142,0,0,0,1,0,0,1201.622,1883.276,8.034274,29.31551,-2.8014965,9.053853,5.412689,128.1769,-3.164665,8.965724,9,15
