pair_n,year,codeh,codef,pair_str,export,xpi,import,mpi,gdpf,gdph,gdppcf,gdppch,popf,poph,nrerf,nrerh,border,language,comlang_ethno,colony,comcol,curcol,col45,smctry,dist,distcap,distw,distwces,eareah,eareaf,europ,eunionh,eunionf,ceep,rexport,rimport,trade,gdp,sim,rfl,rerh,rerf,rer,distance,idh,idf
103,1969,ESP,USA,ESPUSA,285.13,21.95,728.19,14.64,4.77E+12,4.40E+11,23538.973,13158.891,2.03E+08,33441054,1,70,0,0,1,1,0,0,0,0,5770.264,6092.003,7437.157,7176.146,0,0,0,0,0,0,1298.811,4972.843,8.743795,29.28176,-1.8666985,9.247644,318.8607,4.555152,4.248495,8.660473,8,20
104,1969,FIN,CHE,FINCHE,29.75,21.95,49.74,14.64,3.12E+11,8.02E+10,48181.39,17354.734,6136387,4623785,4.37,4.2,0,0,0,0,0,0,0,0,1859.36,1859.36,1922.123,1909.224,0,0,0,0,0,0,135.5158,339.6768,6.16372,26.69463,-1.1221521,10.33613,19.1315,19.91945,-0.0403605,7.527987,9,5
105,1969,FIN,DEU,FINDEU,197.76,21.95,328.81,14.64,1.54E+12,8.02E+10,19679.536,17354.734,77909682,4623785,3.94,4.2,0,0,0,0,0,0,0,0,1474.956,1104.221,1435.278,1398.036,0,0,0,0,1,0,900.827,2245.459,8.053978,28.11257,-2.3619266,7.75139,19.1315,17.96248,0.063051,7.296383,9,6
106,1969,FIN,ESP,FINESP,19.88,21.95,7.68,14.64,4.40E+11,8.02E+10,13158.891,17354.734,33441054,4623785,70,4.2,0,0,0,0,0,0,0,0,2952.195,2952.195,3027.229,2988.471,0,0,0,0,0,0,90.55643,52.44707,4.962869,26.97766,-1.3436713,8.341849,19.1315,318.8607,-2.813418,7.990304,9,8
107,1969,FIN,FRA,FINFRA,83.98,21.95,72.3,14.64,9.79E+11,8.02E+10,18978.688,17354.734,51561836,4623785,5.19,4.2,0,0,0,0,0,0,0,0,1911.138,1911.138,2151.814,2123.761,0,0,0,0,1,0,382.5417,493.7401,6.775688,27.68818,-1.9654972,7.392619,19.1315,23.66036,-0.2124647,7.555454,9,10
108,1969,FIN,GBR,FINGBR,362.56,21.95,270.32,14.64,9.61E+11,8.02E+10,17341.049,17354.734,55441750,4623785,0.42,4.2,0,0,0,0,0,0,0,0,1826.928,1826.928,1851.041,1841.693,0,0,0,0,0,0,1651.516,1846.028,8.159817,27.67184,-1.9505113,2.616343,19.1315,1.897982,2.310545,7.510391,9,11
109,1969,FIN,GRC,FINGRC,16.35,21.95,2.26,14.64,1.08E+11,8.02E+10,12322.438,17354.734,8772764,4623785,30,4.2,0,0,0,0,0,0,0,0,2465.045,2465.045,2544.745,2528.795,0,0,0,0,0,0,74.47675,15.43364,4.498814,25.96155,-0.71526575,8.523632,19.1315,136.6546,-1.96612,7.809965,9,12
110,1969,FIN,IRL,FINIRL,16.05,21.95,0.74,14.64,3.77E+10,8.02E+10,12745.356,17354.734,2932650,4623785,0.42,4.2,0,0,0,0,0,0,0,0,2028.749,2028.749,2094.368,2086.685,0,0,0,0,0,0,73.1102,5.053494,4.358805,25.49341,-0.83262732,8.435848,19.1315,1.897982,2.310545,7.615175,9,13
111,1969,FIN,ITA,FINITA,56.92,21.95,46.49,14.64,9.04E+11,8.02E+10,16875.905,17354.734,53537950,4623785,625,4.2,0,0,0,0,0,0,0,0,2203.158,2203.158,2246.061,2215.249,0,0,0,0,1,0,259.2793,317.4824,6.357429,27.61463,-1.8982315,6.171345,19.1315,2846.97,-5.002674,7.697647,9,14
112,1969,FIN,JPN,FINJPN,7.15,21.95,41.1,14.64,1.94E+12,8.02E+10,18837.177,17354.734,1.03E+08,4623785,360,4.2,0,0,0,0,0,0,0,0,7830.051,7830.051,7675.538,7670.142,0,0,0,0,0,0,32.56934,280.6738,5.74698,28.33595,-2.5749232,7.301446,19.1315,1639.855,-4.451026,8.965724,9,15
113,1969,FIN,NLD,FINNLD,86.46,21.95,64.54,14.64,3.01E+11,8.02E+10,23389.144,17354.734,12877984,4623785,3.62,4.2,0,0,0,0,0,0,0,0,1505.523,1505.523,1567.819,1556.587,0,0,0,0,1,0,393.8385,440.7466,6.726935,26.66724,-1.1019401,8.705234,19.1315,16.48965,0.1486033,7.316895,9,16
114,1969,FIN,NOR,FINNOR,48.82,21.95,55.78,14.64,1.23E+11,8.02E+10,31860.614,17354.734,3847707,4623785,7.14,4.2,1,0,0,0,0,0,0,0,791.2361,791.2361,881.6286,856.131,0,0,0,0,0,0,222.3825,380.9242,6.402426,26.03566,-0.73771026,9.58231,19.1315,32.53682,-0.5310358,6.673596,9,17
115,1969,FIN,PRT,FINPRT,6.45,21.95,12.49,14.64,6.75E+10,8.02E+10,7710.2144,17354.734,8757705,4623785,28.75,4.2,0,0,0,0,0,0,0,0,3362.978,3362.978,3383.273,3364.83,0,0,0,0,0,0,29.38073,85.29478,4.742106,25.71891,-0.70058557,9.174145,19.1315,130.9606,-1.92356,8.120583,9,18
116,1969,FIN,SWE,FINSWE,262.85,21.95,306.69,14.64,2.00E+11,8.02E+10,25061.592,17354.734,7968072,4623785,5.17,4.2,1,1,0,1,0,0,0,0,397.8922,397.8922,604.9106,525.1762,0,0,0,0,0,0,1197.322,2094.4,8.099166,26.35783,-0.89412489,8.949865,19.1315,23.56476,-0.208416,5.986181,9,19
117,1969,FIN,USA,FINUSA,119.12,21.95,103.42,14.64,4.77E+12,8.02E+10,23538.973,17354.734,2.03E+08,4623785,1,4.2,0,0,0,0,0,0,0,0,6625.923,6943.182,7667.73,7544.282,0,0,0,0,0,0,542.6097,706.2599,7.129994,29.21022,-3.4254049,8.729759,19.1315,4.555152,1.435077,8.798745,9,20
118,1969,FRA,CHE,FRACHE,681.7,21.95,542.9,14.64,3.12E+11,9.79E+11,48181.39,18978.688,6136387,51561836,4.37,5.19,1,1,1,0,0,0,0,0,436.0778,436.0778,473.7304,405.9947,0,0,0,1,0,0,3105.247,3707.489,8.82655,27.88595,-1.0037797,10.28202,23.66036,19.91945,0.1721042,6.077821,10,5
119,1969,FRA,DEU,FRADEU,3075.7,21.95,3824.6,14.64,1.54E+12,9.79E+11,19679.536,18978.688,77909682,51561836,3.94,5.19,1,0,0,0,0,0,0,0,439.8984,880.187,789.5815,682.0841,0,0,0,1,1,1,14010.28,26118.37,10.59985,28.55405,-0.74387375,6.552292,23.66036,17.96248,0.2755157,6.086544,10,6
120,1969,FRA,ESP,FRAESP,398.4,21.95,218.8,14.64,4.40E+11,9.79E+11,13158.891,18978.688,33441054,51561836,70,5.19,1,0,0,0,0,0,0,0,1054.656,1054.656,958.838,817.1057,0,0,0,1,0,0,1814.773,1494.195,8.104392,27.98071,-0.84875658,8.669021,23.66036,318.8607,-2.600953,6.96097,10,8
121,1969,FRA,GBR,FRAGBR,620.3,21.95,788.6,14.64,9.61E+11,9.79E+11,17341.049,18978.688,55441750,51561836,0.42,5.19,0,0,0,0,0,0,0,0,342.9475,342.9475,749.6503,598.5457,0,0,0,1,0,0,2825.561,5385.386,9.013224,28.29371,-0.69322541,7.401011,23.66036,1.897982,2.52301,5.837577,10,11
122,1969,FRA,GRC,FRAGRC,108.5,21.95,42.1,14.64,1.08E+11,9.79E+11,12322.438,18978.688,8772764,51561836,30,5.19,0,0,0,0,0,0,0,0,2098.726,2098.726,1928.061,1891.254,0,0,0,1,0,0,494.234,287.5028,6.661518,27.71415,-1.7194415,8.803311,23.66036,136.6546,-1.753655,7.649086,10,12
123,1969,FRA,IRL,FRAIRL,35.1,21.95,35.5,14.64,3.77E+10,9.79E+11,12745.356,18978.688,2932650,51561836,0.42,5.19,0,0,0,0,0,0,0,0,778.2031,778.2031,1024.208,948.9664,0,0,0,1,0,0,159.8858,242.4311,5.99724,27.64716,-2.6391108,8.737666,23.66036,1.897982,2.52301,6.656988,10,13
124,1969,FRA,ITA,FRAITA,1557.6,21.95,1755.2,14.64,9.04E+11,9.79E+11,16875.905,18978.688,53537950,51561836,625,5.19,1,0,0,0,0,0,0,0,1109.901,1109.901,891.5286,712.8497,0,0,0,1,1,1,7095.105,11986.34,9.856472,28.2634,-0.6947396,7.651017,23.66036,2846.97,-4.79021,7.012026,10,14
125,1969,FRA,JPN,FRAJPN,120,21.95,160.1,14.64,1.94E+12,9.79E+11,18837.177,18978.688,1.03E+08,51561836,360,5.19,0,0,0,0,0,0,0,0,9725.629,9725.629,9803.116,9796.54,0,0,0,1,0,0,546.6183,1093.33,7.40242,28.7033,-0.8086026,4.952375,23.66036,1639.855,-4.238562,9.18252,10,15
126,1969,FRA,NLD,FRANLD,885.8,21.95,1106.7,14.64,3.01E+11,9.79E+11,23389.144,18978.688,12877984,51561836,3.62,5.19,0,0,0,0,0,0,0,0,427.9169,427.9169,660.9895,556.2308,0,0,0,1,1,1,4034.954,7557.706,9.358128,27.87771,-1.0218517,8.391733,23.66036,16.48965,0.361068,6.058929,10,16
127,1969,FRA,NOR,FRANOR,101.4,21.95,62.4,14.64,1.23E+11,9.79E+11,31860.614,18978.688,3847707,51561836,7.14,5.19,0,0,0,0,0,0,0,0,1342.89,1342.89,1614.931,1544.384,0,0,0,1,0,0,461.8925,426.1325,6.789,27.72739,-1.6201567,9.46358,23.66036,32.53682,-0.3185712,7.202579,10,17
128,1969,FRA,PRT,FRAPRT,112.1,21.95,45.7,14.64,6.75E+10,9.79E+11,7710.2144,18978.688,8757705,51561836,28.75,5.19,0,0,0,0,0,0,0,0,1452.86,1452.86,1339.212,1289.051,0,0,0,1,0,0,510.6326,312.0874,6.712616,27.67609,-2.1139225,9.329764,23.66036,130.9606,-1.711096,7.281289,10,18
129,1969,FRA,SWE,FRASWE,223.8,21.95,345.2,14.64,2.00E+11,9.79E+11,25061.592,18978.688,7968072,51561836,5.17,5.19,0,0,0,0,0,0,0,0,1545.797,1545.797,1616.322,1550.527,0,0,0,1,0,0,1019.443,2357.387,8.124693,27.79507,-1.267578,8.713238,23.66036,23.56476,0.0040487,7.343295,10,19
130,1969,FRA,USA,FRAUSA,821.6,21.95,1465.9,14.64,4.77E+12,9.79E+11,23538.973,18978.688,2.03E+08,51561836,1,5.19,0,0,0,1,0,0,0,0,5838.157,6169.154,7456.767,7227.043,0,0,0,1,0,0,3742.513,10010.7,9.529028,29.38011,-1.2641795,8.42514,23.66036,4.555152,1.647542,8.672171,10,20
131,1969,GBR,USA,GBRUSA,2173.6,21.95,2702.5,14.64,4.77E+12,9.61E+11,23538.973,17341.049,2.03E+08,55441750,1,0.42,0,1,1,1,0,0,0,0,5570.161,5901.343,6878.493,6655.415,0,0,0,0,0,0,9901.079,18455.5,10.25261,29.37712,-1.275891,8.73197,1.897982,4.555152,-0.875468,8.625179,11,20
132,1969,GRC,CHE,GRCCHE,3.46,21.95,27.39,14.64,3.12E+11,1.08E+11,48181.39,12322.438,6136387,8772764,4.37,30,0,0,0,0,0,0,0,0,1662.651,1662.651,1610.491,1600.698,0,0,0,0,0,0,15.76083,187.0476,5.312262,26.76327,-0.96145019,10.48735,136.6546,19.91945,1.92576,7.416169,12,5
133,1969,GRC,ESP,GRCESP,9.03,21.95,13.32,14.64,4.40E+11,1.08E+11,13158.891,12322.438,33441054,8772764,70,30,0,0,0,0,0,0,0,0,2372.903,2372.903,2289.585,2241.472,0,0,0,0,0,0,41.13303,90.9629,4.883528,27.02981,-1.1499915,6.72917,136.6546,318.8607,-0.8472978,7.771869,12,8
134,1969,GRC,GBR,GRCGBR,25.49,21.95,142.24,14.64,9.61E+11,1.08E+11,17341.049,12322.438,55441750,8772764,0.42,30,0,0,0,0,0,0,0,0,2394.85,2394.85,2481.971,2466.703,0,0,0,0,0,0,116.1108,971.3635,6.991613,27.69823,-1.7053,8.520908,136.6546,1.897982,4.276665,7.781076,12,11
135,1969,GRC,IRL,GRCIRL,0.48,21.95,2.81,14.64,3.77E+10,1.08E+11,12745.356,12322.438,2932650,8772764,0.42,30,0,0,0,0,0,0,0,0,2855.222,2855.222,2844.277,2838.347,0,0,0,0,0,0,2.186473,19.18962,3.062273,25.70545,-0.95872858,6.047176,136.6546,1.897982,4.276665,7.956905,12,13
136,1969,GRC,ITA,GRCITA,53.65,21.95,143.31,14.64,9.04E+11,1.08E+11,16875.905,12322.438,53537950,8772764,625,30,0,0,0,0,0,0,0,0,1050.411,1050.411,1112.724,1038.996,0,0,0,0,1,0,244.3839,978.6706,7.109107,27.64256,-1.6560848,8.423644,136.6546,2846.97,-3.036554,6.956937,12,14
137,1969,GRC,JPN,GRCJPN,5.23,21.95,110.71,14.64,1.94E+12,1.08E+11,18837.177,12322.438,1.03E+08,8772764,360,30,0,0,0,0,0,0,0,0,9517.985,9517.985,9363.692,9360.238,0,0,0,0,0,0,23.82345,756.0437,6.659123,28.34963,-2.3042714,8.781822,136.6546,1639.855,-2.484907,9.160938,12,15
138,1969,GRC,NLD,GRCNLD,29.86,21.95,56.27,14.64,3.01E+11,1.08E+11,23389.144,12322.438,12877984,8772764,3.62,30,0,0,0,0,0,0,0,0,2162.912,2162.912,2090.397,2082.017,0,0,0,0,1,0,136.0168,384.2704,6.254381,26.73773,-0.94491819,9.311696,136.6546,16.48965,2.114723,7.679211,12,16
139,1969,GRC,NOR,GRCNOR,1.65,21.95,16.25,14.64,1.23E+11,1.08E+11,31860.614,12322.438,3847707,8772764,7.14,30,0,0,0,0,0,0,0,0,2606.405,2606.405,2657.436,2635.489,0,0,0,0,0,0,7.516002,110.972,4.774812,26.16435,-0.69709936,9.880126,136.6546,32.53682,1.435084,7.865727,12,17
140,1969,GRC,PRT,GRCPRT,1.91,21.95,2.71,14.64,6.75E+10,1.08E+11,7710.2144,12322.438,8757705,8772764,28.75,30,0,0,0,0,0,0,0,0,2853.773,2853.773,2838.769,2827.314,0,0,0,0,0,0,8.700341,18.50672,3.303476,25.89162,-0.74800838,8.436465,136.6546,130.9606,0.0425596,7.956397,12,18
141,1969,GRC,SWE,GRCSWE,9.05,21.95,33.55,14.64,2.00E+11,1.08E+11,25061.592,12322.438,7968072,8772764,5.17,30,0,0,0,0,0,0,0,0,2408.377,2408.377,2353.035,2334.877,0,0,0,0,0,0,41.22413,229.1145,5.599675,26.4527,-0.78586414,9.452435,136.6546,23.56476,1.757704,7.786708,12,19
142,1969,GRC,USA,GRCUSA,54.09,21.95,151.9,14.64,4.77E+12,1.08E+11,23538.973,12322.438,2.03E+08,8772764,1,30,0,0,0,0,0,0,0,0,7929.328,8259.79,9319.274,9154.24,0,0,0,0,0,0,246.3882,1037.332,7.157517,29.21594,-3.1388623,9.325145,136.6546,4.555152,3.401197,8.978324,12,20
143,1969,IRL,CHE,IRLCHE,4.53,21.95,13.32,14.64,3.12E+11,3.77E+10,48181.39,12745.356,6136387,2932650,4.37,0.42,0,0,0,0,0,0,0,0,1203.958,1203.958,1246.226,1242.991,0,0,0,0,0,0,20.63484,90.9629,4.714901,26.57973,-1.6480066,10.47548,1.897982,19.91945,-2.350906,7.09337,13,5
144,1969,IRL,ESP,IRLESP,9.32,21.95,10.38,14.64,4.40E+11,3.77E+10,13158.891,12745.356,33441054,2932650,70,0.42,0,0,0,0,0,0,0,0,1450.236,1450.236,1522.519,1476.14,0,0,0,0,0,0,42.45402,70.8855,4.730388,26.89233,-1.9286707,6.024744,1.897982,318.8607,-5.123963,7.279481,13,8
145,1969,IRL,GBR,IRLGBR,582.62,21.95,744.25,14.64,9.61E+11,3.77E+10,17341.049,12745.356,55441750,2932650,0.42,0.42,1,1,1,1,0,0,0,0,460.4115,460.4115,425.3322,395.0088,0,0,0,0,0,0,2653.923,5082.518,8.953697,27.63013,-2.6227451,8.432875,1.897982,1.897982,0,6.132121,13,11
146,1969,IRL,ITA,IRLITA,11.33,21.95,23.75,14.64,9.04E+11,3.77E+10,16875.905,12745.356,53537950,2932650,625,0.42,0,0,0,0,0,0,0,0,1887.733,1887.733,1821.601,1766.681,0,0,0,0,1,0,51.60988,162.1898,5.36504,27.57041,-2.565444,8.326165,1.897982,2846.97,-7.31322,7.543132,13,14
147,1969,IRL,JPN,IRLJPN,5.77,21.95,14.7,14.64,1.94E+12,3.77E+10,18837.177,12745.356,1.03E+08,2932650,360,0.42,0,0,0,0,0,0,0,0,9599.005,9599.005,9575.228,9571.551,0,0,0,0,0,0,26.28323,100.387,4.841587,28.3147,-3.2880723,8.714703,1.897982,1639.855,-6.761572,9.169415,13,15
148,1969,IRL,NLD,IRLNLD,17.45,21.95,34.2,14.64,3.01E+11,3.77E+10,23389.144,12745.356,12877984,2932650,3.62,0.42,0,0,0,0,0,0,0,0,756.7269,756.7269,824.0455,816.2403,0,0,0,0,1,0,79.48741,233.5534,5.746334,26.54896,-1.6210228,9.272732,1.897982,16.48965,-2.161942,6.629003,13,16
149,1969,IRL,NOR,IRLNOR,1.47,21.95,6.08,14.64,1.23E+11,3.77E+10,31860.614,12745.356,3847707,2932650,7.14,0.42,0,0,0,0,0,0,0,0,1267.015,1267.015,1305.79,1268.504,0,0,0,0,0,0,6.696074,41.5206,3.875705,25.8002,-1.0224416,9.858242,1.897982,32.53682,-2.841581,7.144419,13,17
150,1969,IRL,PRT,IRLPRT,0.5,21.95,3.19,14.64,6.75E+10,3.77E+10,7710.2144,12745.356,8757705,2932650,28.75,0.42,0,0,0,0,0,0,0,0,1639.821,1639.821,1567.218,1539.292,0,0,0,0,0,0,2.277576,21.78466,3.180644,25.37927,-0.77695771,8.524197,1.897982,130.9606,-4.234106,7.402342,13,18
151,1969,IRL,SWE,IRLSWE,5.95,21.95,25.03,14.64,2.00E+11,3.77E+10,25061.592,12745.356,7968072,2932650,5.17,0.42,0,0,0,0,0,0,0,0,1631.147,1631.147,1549.426,1522.62,0,0,0,0,0,0,27.10316,170.931,5.28844,26.19294,-1.3200033,9.418674,1.897982,23.56476,-2.518961,7.397039,13,19
152,1969,IRL,USA,IRLUSA,93.88,21.95,125.66,14.64,4.77E+12,3.77E+10,23538.973,12745.356,2.03E+08,2932650,1,0.42,0,1,1,0,0,0,0,0,5117.716,5448.801,6515.071,6276.317,0,0,0,0,0,0,427.6377,858.1379,7.159117,29.20141,-4.1634358,9.286711,1.897982,4.555152,-0.875468,8.540463,13,20
153,1969,ITA,CHE,ITACHE,526.7,21.95,297.7,14.64,3.12E+11,9.04E+11,48181.39,16875.905,6136387,53537950,4.37,625,1,1,1,0,0,0,0,0,692.6592,692.6592,609.6788,438.954,0,0,0,1,0,0,2399.199,2033.007,8.396652,27.82601,-0.96371683,10.35155,2846.97,19.91945,4.962314,6.540538,14,5
154,1969,ITA,ESP,ITAESP,233.9,21.95,98.8,14.64,4.40E+11,9.04E+11,13158.891,16875.905,33441054,53537950,70,625,0,0,0,0,0,0,0,0,1366.76,1366.76,1325.827,1219.245,0,0,0,1,0,0,1065.45,674.7098,7.461732,27.92634,-0.81983235,8.220675,2846.97,318.8607,2.189256,7.220198,14,8
155,1969,ITA,GBR,ITAGBR,422.4,21.95,499.4,14.64,9.61E+11,9.04E+11,17341.049,16875.905,55441750,53537950,0.42,625,0,0,0,0,0,0,0,0,1438.425,1438.425,1487.006,1399.13,0,0,0,1,0,0,1924.096,3410.426,8.581955,28.25424,-0.69411212,6.142347,2846.97,1.897982,7.31322,7.271304,14,11
156,1969,ITA,JPN,ITAJPN,81.8,21.95,118.2,14.64,1.94E+12,9.04E+11,18837.177,16875.905,1.03E+08,53537950,360,625,0,0,0,0,0,0,0,0,9869.275,9869.275,9710.689,9706.069,0,0,0,1,0,0,372.6115,807.1933,7.073104,28.67728,-0.83636681,7.581349,2846.97,1639.855,0.5516476,9.197182,14,15
157,1969,ITA,NLD,ITANLD,521.8,21.95,493.9,14.64,3.01E+11,9.04E+11,23389.144,16875.905,12877984,53537950,3.62,625,0,0,0,0,0,0,0,0,1297.695,1297.695,1174.921,1092.614,0,0,0,1,1,1,2376.878,3372.866,8.656911,27.81726,-0.98076631,8.781592,2846.97,16.48965,5.151278,7.168345,14,16
158,1969,ITA,NOR,ITANOR,52.6,21.95,54.6,14.64,1.23E+11,9.04E+11,31860.614,16875.905,3847707,53537950,7.14,625,0,0,0,0,0,0,0,0,2010.678,2010.678,2003.588,1939.107,0,0,0,1,0,0,239.601,372.8659,6.417495,27.65678,-1.5587519,9.614785,2846.97,32.53682,4.471638,7.606227,14,17
159,1969,ITA,PRT,ITAPRT,80.6,21.95,21.8,14.64,6.75E+10,9.04E+11,7710.2144,16875.905,8757705,53537950,28.75,625,0,0,0,0,0,0,0,0,1864.041,1864.041,1853.643,1818.275,0,0,0,1,0,0,367.1453,148.8732,6.246143,27.60162,-2.0448,9.123222,2846.97,130.9606,3.079114,7.530502,14,18
160,1969,ITA,SWE,ITASWE,175.1,21.95,184,14.64,2.00E+11,9.04E+11,25061.592,16875.905,7968072,53537950,5.17,625,0,0,0,0,0,0,0,0,1980.122,1980.122,1833.431,1772.384,0,0,0,1,0,0,797.6072,1256.545,7.627618,27.72923,-1.2157258,9.010142,2846.97,23.56476,4.794258,7.590914,14,19
161,1969,ITA,USA,ITAUSA,1272.4,21.95,1411.4,14.64,4.77E+12,9.04E+11,23538.973,16875.905,2.03E+08,53537950,1,625,0,0,0,0,0,0,0,0,6895.107,7224.739,8284.006,8076.798,0,0,0,1,0,0,5795.976,9638.516,9.64436,29.36697,-1.3177126,8.804336,2846.97,4.555152,6.437752,8.838568,14,20
162,1969,JPN,CHE,JPNCHE,117.5,21.95,149.2,14.64,3.12E+11,1.94E+12,48181.39,18837.177,6136387,1.03E+08,4.37,360,0,0,0,0,0,0,0,0,9680.594,9680.594,9558.655,9555.386,0,0,0,0,0,0,535.2304,1018.894,7.348667,28.44429,-1.4343234,10.28685,1639.855,19.91945,4.410666,9.177878,15,5
163,1969,JPN,ESP,JPNESP,96.1,21.95,19.6,14.64,4.40E+11,1.94E+12,13158.891,18837.177,33441054,1.03E+08,70,360,0,0,0,0,0,0,0,0,10777.42,10777.42,10684.76,10671.17,0,0,0,0,0,0,437.7502,133.8493,6.348438,28.4996,-1.2004053,8.644404,1639.855,318.8607,1.637609,9.285209,15,8
164,1969,JPN,GBR,JPNGBR,348.5,21.95,330.4,14.64,9.61E+11,1.94E+12,17341.049,18837.177,55441750,1.03E+08,0.42,360,0,0,0,0,0,0,0,0,9574.237,9574.237,9436.248,9431.94,0,0,0,0,0,0,1587.471,2256.317,8.254213,28.69742,-0.81451329,7.310636,1639.855,1.897982,6.761572,9.166831,15,11
165,1969,JPN,NLD,JPNNLD,192.9,21.95,79.5,14.64,3.01E+11,1.94E+12,23389.144,18837.177,12877984,1.03E+08,3.62,360,0,0,0,0,0,0,0,0,9303.377,9303.377,9228.859,9225.791,0,0,0,0,1,0,878.6889,542.9092,7.259537,28.43958,-1.4594631,8.423315,1639.855,16.48965,4.59963,9.138133,15,16
166,1969,JPN,NOR,JPNNOR,83.8,21.95,23.7,14.64,1.23E+11,1.94E+12,31860.614,18837.177,3847707,1.03E+08,7.14,360,0,0,0,0,0,0,0,0,8417.135,8417.135,8332.628,8321.492,0,0,0,0,0,0,381.7218,161.8484,6.298159,28.35666,-2.1925719,9.474505,1639.855,32.53682,3.919991,9.038025,15,17
167,1969,JPN,PRT,JPNPRT,24.5,21.95,7.6,14.64,6.75E+10,1.94E+12,7710.2144,18837.177,8757705,1.03E+08,28.75,360,0,0,0,0,0,0,0,0,11156.39,11156.39,11034.52,11027.42,0,0,0,0,0,0,111.6012,51.90075,5.096825,28.32965,-2.7349109,9.317126,1639.855,130.9606,2.527466,9.319768,15,18
168,1969,JPN,SWE,JPNSWE,81.9,21.95,59.1,14.64,2.00E+11,1.94E+12,25061.592,18837.177,7968072,1.03E+08,5.17,360,0,0,0,0,0,0,0,0,8180.65,8180.65,8226.76,8217.302,0,0,0,0,0,0,373.067,403.5966,6.655007,28.3933,-1.7779189,8.736235,1639.855,23.56476,4.24261,9.009527,15,19
169,1969,JPN,USA,JPNUSA,5026.7,21.95,4094.1,14.64,4.77E+12,1.94E+12,23538.973,18837.177,2.03E+08,1.03E+08,1,360,0,0,0,0,0,0,0,0,10855.59,10918.79,10286.19,10193.96,0,0,0,0,0,0,22897.38,27958.8,10.83676,29.53526,-0.88833492,8.4557,1639.855,4.555152,5.886104,9.292436,15,20
170,1969,NLD,CHE,NLDCHE,201.1,21.95,139.2,14.64,3.12E+11,3.01E+11,48181.39,23389.144,6136387,12877984,4.37,3.62,0,0,0,0,0,0,0,0,628.025,628.025,602.4415,596.4154,0,0,0,1,0,0,916.0411,950.6033,7.531898,27.14163,-0.69344564,10.11829,16.48965,19.91945,-0.1889638,6.44258,16,5
171,1969,NLD,ESP,NLDESP,105.4,21.95,57.2,14.64,4.40E+11,3.01E+11,13158.891,23389.144,33441054,12877984,70,3.62,0,0,0,0,0,0,0,0,1481.366,1481.366,1500.836,1446.738,0,0,0,1,0,0,480.1131,390.6215,6.769337,27.33161,-0.72886155,9.233105,16.48965,318.8607,-2.962021,7.30072,16,8
172,1969,NLD,GBR,NLDGBR,759.7,21.95,625,14.64,9.61E+11,3.01E+11,17341.049,23389.144,55441750,12877984,0.42,3.62,0,0,0,0,0,0,0,0,360.315,360.315,467.948,436.0208,0,0,0,1,0,0,3460.549,4268.154,8.952697,27.86421,-1.0125456,8.707499,16.48965,1.897982,2.161942,5.886979,16,11
173,1969,NLD,NOR,NLDNOR,108.4,21.95,72.9,14.64,1.23E+11,3.01E+11,31860.614,23389.144,3847707,12877984,7.14,3.62,0,0,0,0,0,0,0,0,916.1565,916.1565,983.7408,936.7241,0,0,0,1,0,0,493.7785,497.8375,6.899336,26.77252,-0.88871494,9.044459,16.48965,32.53682,-0.6796392,6.820187,16,17
174,1969,NLD,PRT,NLDPRT,33.3,21.95,16.1,14.64,6.75E+10,3.01E+11,7710.2144,23389.144,8757705,12877984,28.75,3.62,0,0,0,0,0,0,0,0,1862.043,1862.043,1820.296,1795.015,0,0,0,1,0,0,151.6866,109.9476,5.566947,26.63333,-1.2067046,9.660073,16.48965,130.9606,-2.072164,7.529429,16,18
175,1969,NLD,SWE,NLDSWE,251.7,21.95,256,14.64,2.00E+11,3.01E+11,25061.592,23389.144,7968072,12877984,5.17,3.62,0,0,0,0,0,0,0,0,1128.93,1128.93,1009.396,952.2878,0,0,0,1,0,0,1146.532,1748.236,7.97066,26.93967,-0.73508597,7.422043,16.48965,23.56476,-0.3570193,7.029026,16,19
176,1969,NLD,USA,NLDUSA,448.4,21.95,1066.7,14.64,4.77E+12,3.01E+11,23538.973,23389.144,2.03E+08,12877984,1,3.62,0,0,0,0,0,0,0,0,5866.046,6196.851,7281.814,7081.953,0,0,0,1,0,0,2042.53,7284.543,9.140676,29.25476,-2.1917769,5.009495,16.48965,4.555152,1.286474,8.676936,16,20
177,1969,NOR,CHE,NORCHE,26.67,21.95,61.28,14.64,3.12E+11,1.23E+11,48181.39,31860.614,6136387,3847707,4.37,7.14,0,0,0,0,0,0,0,0,1459.379,1459.379,1512.622,1478.504,0,0,0,0,0,0,121.4859,418.4839,6.291513,26.7972,-0.90352186,9.700194,32.53682,19.91945,0.4906754,7.285766,17,5
178,1969,NOR,ESP,NORESP,21.22,21.95,19.35,14.64,4.40E+11,1.23E+11,13158.891,31860.614,33441054,3847707,70,7.14,0,0,0,0,0,0,0,0,2390.782,2390.782,2455.122,2397.24,0,0,0,0,0,0,96.66033,132.142,5.432858,27.0559,-1.076394,9.836371,32.53682,318.8607,-2.282382,7.779376,17,8
179,1969,NOR,GBR,NORGBR,379.75,21.95,393.23,14.64,9.61E+11,1.23E+11,17341.049,31860.614,55441750,3847707,0.42,7.14,0,0,0,0,0,0,0,0,1157.104,1157.104,1127.215,1077.488,0,0,0,0,0,0,1729.819,2685.386,8.39281,27.71169,-1.6064373,9.583252,32.53682,1.897982,2.841581,7.053676,17,11
